STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,SOCIO_ECON_STATUS,Socio-economic status,DEATH_CAUSE,Cause of death,CALC_METHODOLOGY,Calculation methodology,GESTATION_THRESHOLD,Gestation period threshold,HEALTH_STATUS,Health status,DISEASE,Disease,CANCER_SITE,Cancer site,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,BEL,Belgium,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,180,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,BEL,Belgium,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,178,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,BEL,Belgium,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,170,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,BEL,Belgium,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,195,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,BEL,Belgium,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,184,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,254,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,246,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,243,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,239,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,231,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,229,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,216,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,219,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,215,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,208,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,202,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,195,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,194,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,193,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,191,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,188,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,183,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,184,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,185,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,179,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,189,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,193,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CAN,Canada,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,184,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,293,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,301,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,290,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,287,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,281,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,271,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,265,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,259,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,251,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,254,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,256,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,240,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,238,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,236,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,234,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,229,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,219,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,210,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,200,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,202,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,245,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,266,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,CHL,Chile,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,229,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2000,,443,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2001,,435,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2002,,424,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,403,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,387,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,366,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,356,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,340,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,332,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,316,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,304,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,282,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_STAT@DF_AM(1.1),Avoidable mortality,I,COL,Colombia,A,Annual,AVM,Avoidable mortality,DT_10P5HB,Deaths per 100 000 inhabitants,_T,Total,_T,Total,_Z,Not applicable,_Z,Not applicable,STANDARD,Standardised rate,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,279,,1,One,,,,,,,0,Units
